,LearningCommArea_LGI,LearningCommArea_IndependentStudy,LearningCommArea_SGI,LearningCommArea_SelfContainedClassrooms,LearningCommArea_Community,LearningCommArea_BreakoutAreas,LearningCommArea_PresentationAreas,LearningCommArea_OutdoorLearning,LearningCommArea_Section Notes,LearningCommArea_AvgRating,EduIEQ_Stimulating,EduIEQ_SafeHealthy,EduIEQ_ViewsConnect,EduIEQ_Daylight,EduIEQ_Lighting,EduIEQ_Acoustics,EduIEQ_MoveExplore,EduIEQ_Adaptability,EduIEQ_Section Notes,EduIEQ_AvgRating,IEQ_Furn_Design,IEQ_Furn_Flexibility,IEQ_Furn_VarietySeating,IEQ_Furn_Movement,IEQ_Furn_Section Notes,IEQ_Furn_AvgRating,Instructional_Regular_Size,Instructional_Regular_StorageMat,Instructional_Regular_Accessibility,Instructional_Regular_Section Notes,Instructional_Regular_AvgRating,Instructional_SPED_Size,Instructional_SPED_AppSupportspace,Instructional_SPED_StorageMat,Instructional_SPED_Techpower,Instructional_SPED_sink,Instructional_SPED_writeablesurface,Instructional_SPED_accessibility,Instructional_SPED_Section Notes,Instructional_SPED_AvgRating,Instructional_SciAPLCTE_sink,Instructional_SciAPLCTE_writeablesurface,Instructional_SciAPLCTE_accessibility,Instructional_SciAPLCTE_Section Notes,Instructional_SciAPLCTE_AvgRating,Instructional_Visual&Fitness_size,Instructional_Visual&Fitness_supportspace,Instructional_Visual&Fitness_storagemat,Instructional_Visual&Fitness_techpower,Admin&Health_Accessibility,Admin&Health_Mailcopy,Admin&Health_Reception,Admin&Health_adminoffice,Admin&Health_healthoffice,Admin&Health_confroom,Admin&Health_Section Notes,Admin&Health_AvgRating,Public_displaystudentwork,Public_storageforequipment,Public_mediacenter,Public_cafeteria,Public_gym,Public_auditorium,Public_Section Notes,Public_AvgRating,Instructional_Visual&Fitness_sink,Instructional_Visual&Fitness_writeablesurf,Instructional_Visual&Fitness_accessibility,Instructional_Visual&Fitness_Section Notes,Instructional_Visual&Fitness_AvgRating,Public_accessibility,Public_techpower,LearningCommArea_Playground,EduIEQ_UniversalDesign,EduIEQ_DisplayofWork,Instructional_Regular_Techpower,Instructional_Regular_Sink,Instructional_Regular_eboard,Instructional_SciAPLCTE_size,Instructional_SciAPLCTE_supportspace,Instructional_SciAPLCTE_storagemat,Instructional_SciAPLCTE_techpower,Header_bldgsqft,Header_enrolment,Header_numclassroom,Header_grades,Header_campustypology,Header_assessname,Header_assessdate,Headerr_region,Header_reconfig,Security_entry,Security_bldgsecurity,Security_sitesecurity,Security_identity,Security_wayfinding,Security_Section Notes,Security_AvgRating,LearningCommArea_Differentiated,LearningCommArea_PBL,Header_Schoolname,Header_code
62562-EAQ-GASPAR VILA MAYANS.pdf,2,0,0,0,2,0,0,0,Add notes,0.545455,2,2,0,4,2,0,0,4,Add notes,2.2,0,0,0,0,Standard furniture,0,2,2,4,Add notes,1.666667,2,2,2,0,0,4,4,Add notes,2,0,0,0,No specific science rooms or makers spaces,0,2,0,0,0,0,0,0,0,0,0,Add notes,0,4,2,0,2,2,0,Gymnasium and cafeteria are really bad conditions. The gym roof is deteriorating and the court pools water. The cafeteria is under construction and it might be adequately sized  ,1.75,0,0,0,Add notes,0.285714,4,0,2,4,4,2,0,0,0,0,0,0,26746,200,33,K 1 2 3 4 5        EEE,Enter Text,Javier Rodriguez,2/17/2022,SAN JUAN,Enter Text,2,2,4,4,4,School has 4 sped classrooms for 50 sped kids. Some are large and some are small to mid sized. School classroom holds 25 ,3.2,0,0,GASPAR VILA MAYANS,62562
62877-EAQ-REPUBLICA DE COLOMBIA.pdf,2,2,0,0,2,0,2,0,Add notes,1.090909,2,0,0,2,2,0,0,0,Add notes,0.6,0,0,0,0,Basic wood furniture ,0,4,2,0,Add notes,1.666667,2,0,0,2,2,4,4,Add notes,2,4,4,2,Add notes,2.285714,2,2,2,0,2,2,2,2,2,0,Add notes,1.666667,0,2,0,2,2,2,Auditorium / stage was beautiful architecturally but really needs some work cosmetically  Cafeteria cannot be used at the moment due to chipping of roof and the gym has equipment and seems to be scapula.,1.25,2,4,2,Add notes,2,2,0,2,0,0,0,2,2,2,2,2,0,72000,254,28,9 10 11 12   EES,Enter Text,Javier Rodriguez,2/17/2022,SAN JUAN,Enter Text,2,2,4,2,0,Add notes,2,2,0,REPUBLICA DE COLOMBIA,62877
62927-EAQ-SAN AGUSTIN.pdf,2,2,4,4,2,2,0,4,,2.363636,4,4,2,4,2,0,4,2,The school has two courtyards which promotes visibility sight lines and outdoor learning the whole building is Ada accessible as well,3,4,2,4,2,Furniture was actually fairly new and in really good shape,3,2,2,4,"Really good equipment and accessibility to all classrooms, just need to take a look at the electrical transformer since most classrooms have ac but don't work because it overloads the breakers ",3.333333,4,4,2,4,4,4,4,They had a 25 students per classroom and have two sped classrooms for 4 special Ed students. They also had a separate room for stuDents that needed smaller groups to focus. One special Ed classroom was big another was smaller,3.714286,4,4,4,No science room but music room and kindergarten were in really good shape with good furniture and equipment,3.428571,4,2,2,4,4,2,2,2,2,0,Admin seemed a little small for the amount of students in school and needs more storage spaces,2,4,2,0,4,2,0,Cafeteria was capable of holding all students and kitchen had new equipment installed no auditorium at school gymnasium / courtneeds some work,2.5,4,4,4,Music room was in great shape with great equipment but no space for storage ,3.428571,4,4,2,4,4,4,4,4,4,2,2,4,30974,265,19,K 1 2 3 4 5        EEE,Enter Text,Javier Rodriguez,2/17/2022,SAN JUAN,Enter Text,4,4,4,4,2,This school is k - 5 and was currently under renovations. The backbones are in pretty good shape and would just need some cosmetic assistance ,3.6,2,2,SAN AGUSTIN,62927
64279-EAQ-INSTITUTO LOAIZA CORDERO.pdf,0,0,0,0,0,0,2,0,Small Playground with equipment and cushioned tiles at elem school.  Covered gated  Pool used for therapy Sped. 46 x 70. Pool is 50 x 25 with ramp.,0.363636,0,0,0,0,0,0,0,0,"Interior storm doors, exterior doors slide bolts. No threshold issues. Old elem And intermediate have ramps.",0.2,0,0,0,0,"Kindergarten trapezoidal  rectangular and half rounds tables and standard chairs    Tablet arm chairs and flip top desk chairs typically . .,",0,0,0,0,"Old Elementary scroll k- 3.  Typ cr 21 x 27, one mb., kindergarten 46 x 40,  with two sinks, one mb, teacher cab., three shelving units, toilets   Intermediate scroll 6-8: Typ classroom 20 x 20./ 15 x 20. One mb.  Old dormitory building made into SPED classroom building. Health office good. Counselor office. Has elevator, dorm typ cr is 10 x24..  3rd floor dorm building small sleeping rooms - not used.  Old apt building (where they want to move admin into) adjacent to gym.",0,0,0,0,0,0,0,0,"4 Sped classrooms 13 x 15 and half at 18 x 20, in old elementary school. 40 x 40 Physical therapy building is closed. ",0,2,0,0,"Intermediate science w sink. 18 x 23.,  ",0.571429,0,0,0,0,2,2,4,4,2,2,"Accessible except for door hardware.  Secretary/conference room, Director, large reception/waiting area, mail copy storage room.  Health office in building that has SPED, but is abandoned with toilets  termites -",2.666667,0,0,0,0,0,0,"Media center 42 x 30., no support spaces. Damaged .cafeteria in dorm bag serves whole campus.  24 x 43. Kitchen 23 x 30 plus walk-ins.  Storage 33 x 22.  Dorm media center 47 x23. And no support spaces. Gym building: boy- girls locker rooms, gym 72 x100, with 20' deep stage. Court is 65 x 50.",0,0,0,0,Art and music uses the classrooms ,0,0,0,2,0,2,0,0,0,0,0,2,0,52567,281,28,K 1 2 3 4 5 6 7 8     EEE,"3 story former dorm building, old apt building 2-story..",Jeff Peterson ,2/17/2022,SAN JUAN,Enter Text,0,0,0,0,0,"3rd floor abandoned In main building. Drop off in middle of campus.  Many sped students come by bus.  7-8' iron fence all around but no barb wire,.and  no issues.  Secure. Front of building unimpressive by a hospital .",0,0,0,INSTITUTO LOAIZA CORDERO,64279
69013-EAQ-TULIO LARRINAGA.pdf,0,0,0,0,2,0,0,0,Large gymnasium in the central courtyard serves as a good gathering space,0.363636,0,4,0,4,0,0,0,0,Add notes,1.2,0,0,0,0,Furniture is old and in need of being replaced,0,2,0,0,Add notes,0.333333,0,0,0,0,0,0,0,Did not see any sped classrooms. Space might have some but most classrooms were closed,0,0,4,0,Only saw one science classroom which was adequately sized with somewhat good storage,1.142857,0,0,0,0,4,0,2,2,0,0,Add notes,1.333333,4,2,0,2,2,0,Add notes,1.5,0,0,0,Did not see any specialty spaces,0,2,0,2,0,4,0,0,0,2,0,2,0,29162,213,24,K 1 2 3 4 5,Enter Text,,,SAN JUAN,Enter Text,0,2,2,4,2,Please note that this building is abandoned ,2,0,0,TULIO LARRINAGA,69013
69039-EAQ-ANDRES VALCARCEL.pdf,0,0,2,2,2,0,0,0,Large central atrium serves as a gathering space and drains well the gymnasium  covered field is in decent shape however the grease trap is located right next to it and tends to flood/,0.909091,2,2,0,4,2,0,2,0,Add notes,1.6,0,0,0,0,Standard furniture desks,0,4,0,0,26 students per classroom they are adequately sized. Room for sped kids is large with only 6 kids in need and they have their own space small rooms for occupational therapy and psychology ,2,4,2,0,2,4,4,0,Add notes,2.285714,4,4,0,Add notes,2.857143,4,0,0,0,4,2,2,2,2,0,Add notes,2,2,0,0,2,2,0,Add notes,1.25,0,4,0,Add notes,1.142857,2,2,2,2,2,2,2,4,4,2,2,4,26662,257,23,6 7 8,Enter Text,Javier Rodriguez,2/16/2022,SAN JUAN,Enter Text,2,2,4,2,0,4 story middle school with very little to none way finding and completely inaccessible. Has an elevator that does not work so can only use stairs,2,2,0,ANDRES VALCARCEL,69039
69047-EAQ-MEDARDO CARAZO.pdf,2,2,4,4,2,4,2,2,There are a great number of outdoor areas for students to get together and collaborate or even just eat,3.090909,4,4,4,4,4,2,4,0,"This school really felt like a campus with multiple levels on grade each building had approximately two floors and were all connected by great circulation , some of the classrooms are non accessible ",3,4,4,4,4,Furniture is completely brand new and does not need replacing,4,4,2,2,Classrooms were all really well sized and fit 25 kids also had great amount of furniture and electronics,3.333333,4,4,2,4,4,4,4,"8 special Ed students with two classrooms really nice, also has one on one space as well as breakout spaces and kitchen and laundry",3.714286,4,4,0,The science rooms we spacious and had great appliances and equipment . Typ science class is big and has 20 kids // ,3.142857,4,4,2,4,4,4,4,4,4,4,Admin has everything they need and in great condition no work to be done here.,4,4,2,0,2,4,0,the cafeteria has great furniture but it is too small to house all students has only one cistern and small storage space good equipment they also have two courts as well as a physical Ed classroom,2.25,4,4,2,Visited music room and it was full of instrument and was very functional,3.428571,2,4,4,2,2,4,4,4,4,4,2,4,45856,487,32,9 10 11 12,Enter Text,Javier Rodriguez,2/17/2022,SAN JUAN,Enter Text,4,4,4,4,2,This building overall was very well kept and nice although it might need very small tweaks to just finish it off and make it truly finished,3.6,4,4,MEDARDO CARAZO,69047
70011-EAQ-VIRGILIO DAVILA.pdf,0,0,0,0,2,0,2,0,"Outdoor gathering at playground, basketball roof is leaking, basketball court is small, Wood partition between classrooms",0.727273,0,0,2,0,0,0,0,0,"Wood partition between classrooms , 24x33 Typ CR",0.2,2,2,0,0,"Standard PR desk (storage in desk), no student Stor. ",1,2,2,0,"Wood partition between classrooms , 24x33 Typ CR, no student Stor. WI-FI provided",1.333333,2,0,2,2,0,2,0,SPED for PREK and PS are separate. ,1.142857,0,0,0,"N/A, students are taking all classes in typical classrooms.",0,0,0,0,0,0,2,2,2,2,0,"No conference Rm, no dedicated printing room, 2 office in total (including principal).",1.333333,2,2,2,2,0,0,"180 shift lunch, Kitchen leaking from hood, Freezer not working, AC in library is not working.",1.25,0,0,0,"Music classrooms are in use and shared with collage, no access for DLRG, ",0,0,2,2,0,0,2,0,2,0,0,0,0,34378,256,61,K 1 2 3 4 5        EEE,Enter Text,Tianyu Zhang,2/9/2022,BAYAMON,Enter Text,2,2,2,2,0,Artwork at entrance,1.6,2,0,VIRGILIO DAVILA,70011
70045-EAQ-RAMON MORALES PEÑA.pdf,0,0,4,2,2,0,0,2,"Playground is community space. Campus is nice, courtyard is pleasant with nice artwork,  but almost all spaces are the sam & very small .",1.090909,2,2,0,4,2,0,0,0,"If there was view windows to courtyard, there would be good site lines, but there isn't any. Outdoor spaces are very pleasant  nice scale  but rooms are all the same,-",1.2,0,2,0,0,We were told it is being replaced.,0.5,0,2,2,"30' x 24', no interactive boards ",1.333333,2,2,0,0,2,2,2,"Small group exists, very small self contained  but not sure how many students. Rooms are messy because not any storage. RR not accessible in room ",1.428571,0,0,0,No maker space or science ,0,2,0,0,2,2,0,0,2,0,0,""" maybe ok (4), but space is very tight- not HC. Infirmary in Library ",0.666667,0,0,2,2,0,0,"Library and Admin located well, cafeteria too far from front so no after hours use ",1,0,2,2,Down hall at front  Phys Ed is super small & is a storage room as much as health classroom.,1.142857,2,2,2,2,0,2,0,2,0,0,0,0,27904,409,24,K 1 2 3 4 5        EEE,Enter Text,Jana Silsby ,2/10/2022,BAYAMON,Enter Text,2,2,4,2,4,Kinda harsh from outside. Does not hint at nice courtyard inside  .,2.8,0,0,RAMON MORALES PEÑA,70045
70060-EAQ-JUAN RAMON JIMENEZ.pdf,0,0,0,0,2,0,0,0,Outdoor gathering using basketball playground,0.545455,2,2,2,2,0,0,0,2,"Small louvre in CR not working, large ones work, wood partition between classrooms",1,2,2,0,0,"Standard PR seating, storage at desk",1,2,2,0,WIFI not working due to insufficient of power ,1,2,2,2,0,0,2,0,WIFI not working due to insufficient of power ,1.142857,0,2,0,"Sink not working due to insufficient water pressure, no ventilation system",1.142857,0,0,0,0,2,2,2,2,2,0,1 principal+2 office+1 storage+1 health office,1.666667,2,2,2,0,0,0,"45 student shift , 24x53 kitchen+cafeteria, outdoor basketball court shared w/community, leaking basketball court roof  ",0.75,0,0,0,N/A,0,0,0,2,0,0,0,0,2,2,0,2,2,74687,336,51,6 7 8      EEI,Enter Text,Tiany Zhang,2/9/2022,BAYAMON,Enter Text,2,0,2,2,2,Lots of art painting.,1.6,2,0,JUAN RAMON JIMENEZ,70060
70078-EAQ-CACIQUE AGÜEYBANA.pdf,0,0,2,0,0,0,0,0,"Conference Rm in principal's office, 2 basketball court, 1 w/classroom, 1 w/o shelter, 1 w/leaking shelter, no lighting",0.545455,2,0,2,2,0,2,0,0,"SPED was divided by wood partitions w/door, operable louver.",0.8,2,2,0,0,"No student lockers, student storage in desk.",1,2,2,2,"No student lockers, student storage in desk, connecting different story by non-ADA ramp",1.666667,2,0,2,2,0,2,2,"812 medium SPED, 638 small SPED, shared with other schools, no student lockers, student storage in desk, connecting different story by non-ADA ramp",1.428571,0,0,0,N/A,0,2,0,2,2,2,2,2,2,0,0,"Conference Rm in principal's office, 1 principal + 6 office",1.333333,0,2,0,2,0,2,"Access by non-ADA ramp, leaking in library, no enough outlet, stage/performance room w/operable partitions.",1,2,2,2,"929 SF art CR w/sink, stage/performance room w/operable partitions.",1.714286,2,0,2,0,0,2,0,2,0,0,0,0,126128,545,53,6 7 8 9 10 11 12  EEI,Enter Text,Tianyu Zhang,2/9/2022,BAYAMON,Enter Text,0,0,2,0,0,"Wire mesh fence, 4 parking in total (2 front 2 back)",0.4,2,0,CACIQUE AGÜEYBANA,70078
70094-EAQ-LUDOVICO COSTOSO.pdf,0,0,0,0,0,0,0,0,"SPED school, classrooms are small, shared w/70078, fenced basketball court w/leaking roof",0.181818,0,0,2,0,0,0,0,0,"SPED school, typical classrooms are small, louver are operable w/o view.",0.2,2,2,0,0,"SPED school, typical classrooms are small, kindergarten SPED is fair",1,0,2,0,N/A,0.333333,2,0,0,0,2,2,2,"SPED school, typical classrooms are small, kindergarten SPED is fair, student use ADL classroom as typical classroom, not all rooms have sinks, connecting CR with non-ADA ramps (cracking & slope)",1.142857,0,0,0,N/A,0,0,0,0,0,2,2,2,2,2,0,"1 principal w/conference table + 2 office, 1 health office in PT room.",1.666667,0,0,0,0,0,0,"Leaking in storage rm, use toilet as storage as plumbing fixtures are not connected, small cafeteria.",0,0,0,0,N/A,0,0,0,2,0,0,0,0,0,0,0,0,0,14076,92,13,EEE EEI EES,Enter Text,Tianyu Zhang,2/9/2022,BAYAMON,Enter Text,2,0,2,0,0,New school gate,0.8,0,0,LUDOVICO COSTOSO,70094
70136-EAQ-DR HIRAM GONZALEZ.pdf,2,0,4,4,4,2,0,2,"Rooms connect with sliding door about 8' wide, can collaborate  but not present to 50-60 kids. Classrooms  smallish for 25 kids since they don't use breakout areas. Spaces that can be used as breakout don't have visual connection to rooms (no glass). Kinder & Pk playgrd only ",2.545455,4,2,0,4,2,4,4,4,No visible learning  no windows to corridors  Cafeteria acoustics not adequate. Little display except some at entrance lobby.,3,4,4,2,4,No soft seating  but multiple types of plastic. Has stools that rock,3.5,2,2,4,31' x 26'; 27' x 31' (805-840); kinder =41'x27' (1107 including RR & stor). Small for so many kids w/o breakout or small group access nearby. Could have used more storage ,3,4,4,2,4,2,2,2,"28'x23'- for 10 students. . Could have used more storage. RR not in room  At far end of school, not integrated into learning neighborhood..",2.857143,4,2,2,"Add notes40'x 27' for lab + 27' x 17', used 2nd for art. Location was too far away from regular classrooms ",3.428571,2,4,2,4,4,2,4,4,0,4,"Health office just one small rm, no RR or cot area, no privacy. Conference room used as storage ",3,2,2,4,4,4,0,"Gym was far away, no stage ",2.75,4,2,4,Add notes,3.142857,2,4,2,4,2,4,4,2,4,4,4,4,65368,356,31,PK K 1 2 3 4 5 6       EEE,Enter Text,Jana Silsby ,2/9/2022,BAYAMON,Enter Text,2,2,4,4,4,"Great entry security but no internal zones & gym too far away.,",3.2,4,4,DR HIRAM GONZALEZ,70136
70144-EAQ-EPIFANIO FERNANDEZ VANGA.pdf,0,0,0,0,0,0,0,2,"Outdoor learning at open corridor, see photo on map.",0.181818,0,4,2,2,0,0,0,2,Wood panel walls between some classrooms.,1,2,2,0,0,Different chairs in Kindergarten.,1,0,2,0,27x24 Typ. CR,0.666667,2,2,0,0,0,2,0,"3 small SPED, 13x24, 1 OTPT",0.857143,2,0,0,Science room for 4th grade,0.285714,0,0,0,0,0,2,0,0,2,0,Storage room will be converted into Conf. Rm.,0.666667,0,0,0,0,0,0,Library is above Kindergarten. No gym.,0,0,0,0,N/A,0,0,0,0,0,0,0,2,0,0,0,0,0,29224,253,20,K 1 2 3 4 5,Enter Text,Tianyu Zhang,2/8/2022,BAYAMON,Enter Text,2,0,2,0,2,Mire mesh fences; entering school via back gates back gate have sightlines to parking.,1.2,0,0,EPIFANIO FERNANDEZ VANGA,70144
70177-EAQ-JUAN MORELL CAMPOS.pdf,0,0,2,2,0,0,0,2,Add notes no ADA ramps to upper level or covered court area which was above school on hill with stairs,0.727273,2,2,2,0,2,0,0,0,Add notes,1.2,2,2,2,2,"Add notes basic desks, over crowded classrooms",2,0,0,0,"Add notes small classrooms, no storage, no accessibility to second floor. ",0.333333,2,0,0,2,0,0,2,Add notes,0.857143,0,0,0,Add notes no maker spaces for K-5,0,0,0,0,0,2,2,2,2,0,0,Add notes office area was very small. Conference room very small. ,1.333333,0,0,0,2,2,0,Add notes no ADA access to second floor,1,0,0,0,Add notes Basic and SPED classrooms only,0,2,2,2,2,2,2,0,0,0,0,0,0,25716,305,20,K 1 2 3 4 5        EEE,Single loaded inner corridor two stories,Mark kirby,2/8/2022,BAYAMON,Enter Text,2,2,4,0,2,Add notes,2,0,0,JUAN MORELL CAMPOS,70177
70201-EAQ-PABLO CASALS.pdf,0,0,0,0,0,0,0,0,3 Stories w/ elevator,0.181818,2,2,2,2,2,0,0,0,Add Notes,1,0,0,0,0,"N/A, CR too small for adaptable furniture  ",0,0,0,0,"Insufficient storage, some lockers at corridor, 27x25 Typ CR, no sink",0,0,0,0,0,0,0,0,"N/A, no designated room.",0,0,0,0,2nd Fl. 25x40 Sci Rm w/o sink,0,2,2,0,0,2,0,0,0,0,0,Small,0.333333,0,0,0,0,2,2,"1 Cafeteria 25x46.5, outdoor dining, outdoor stage(poor), 2nd floor typical classroom act as Auditorium, Outdoor basketball w/shelter",0.75,0,2,2,"SPED ART School, 25x25  Music Rm, Insufficient storage, 50x25 Dance Rm, 25x27 Dance Rm, 25x40 Theater Rm w/sink, Fitness w/Shower&Locker",1.142857,2,0,2,0,0,0,0,0,0,0,0,0,56410,463,46,6 7 8 9 10 11 12,Enter Text,Tianyu Zhang,2/8/2022,BAYAMON,Enter Text,0,2,2,2,4,Add Notes,2,0,0,PABLO CASALS,70201
70243-EAQ-REXVILLE ELEMENTAL.pdf,2,2,2,2,2,0,2,0,"No science, no maker, no modalities except half classrooms for pull-out SPED. Amphitheater not covered & not big enough for all school. Play area small & flooding for kinder. Courtyard for all school events ",1.272727,0,0,0,2,0,0,0,0," Not welcoming  no connection to admin ( can't find it . No visibility to corridors or ramps. Multiple ramps out of sight lines. ),no absorption. Spaces small, so movement difficult, especially for 25-30 kids ",0.6,0,2,0,2,Add notes,1,0,2,2,"Rooms under 700 nsf, no sinks",1.333333,0,0,2,0,0,2,4,"approximately 675, no sinks; 24' x 28'",1.142857,0,0,0,"No science, no maker-space ",0,0,0,0,2,0,0,0,0,0,0,"Spaces too small, no windows in many spaces, no reception, one conference room, bathrooms good ",0,0,0,0,0,2,2,"3 seatings, continuous serving with kids going in to pick up food; no public address; library very small (2 classrooms wide with high ceilings, no stor), cafeteria super small. Amphitheater not covered. Gym offsite but nice, recently renovated. ",1,0,2,2,"No art, music in a regular classroom  ",0.857143,2,2,2,2,2,2,0,2,0,0,0,0,33390,417,41,K 1 2 3 4 5 6       EEE,Enter Text,Jana Silsby,2/8/2022,BAYAMON,Enter Text,0,0,4,2,0,To 5th grade ,1.2,0,0,REXVILLE ELEMENTAL,70243
70250-EAQ-MARTA VELEZ DE FAJARDO.pdf,2,2,0,0,2,0,0,2,Add notes outdoor learning areas not covered and do not function well,0.727273,0,2,0,0,2,0,0,0,Add notes,0.6,2,0,0,0,Add notes,0.5,2,0,0,"Add notes have electronic white boards, internet is not consistent has many weekly outages",1,2,4,2,2,4,4,0,Add notes,2.571429,2,2,0,Add notes doors have elevated thresholds ,1.142857,0,0,0,0,2,4,4,4,2,2,Add notes,3,0,2,4,4,4,0,Add notes,2.25,0,0,0,Add notes,0,2,2,0,2,0,4,0,0,2,0,0,2,23347,547,34,K 1 2 3 4 5 6 7,Enter Text,,,BAYAMON,Enter Text,4,4,2,0,0,Add notes,2,0,0,MARTA VELEZ DE FAJARDO,70250
70276-EAQ-MIGUEL MELENDEZ MUÑOZ.pdf,0,0,2,2,2,0,0,2,"Science, computer tech & marketing with store for PBL, BUT nothing more . They had rooms that were connected  but they closed them up. Gathering could happen in gym. They had gazebo & gardening (garden structure damaged & not used). ",0.909091,2,0,0,2,0,0,0,0,"Windows to outdoors, but not corridors. Spaces small",0.6,0,0,0,0,"Furniture was old, dilapidated & often heavy",0,0,2,2,"26'8"" x 24', had non code compliant ramps at doors & rooms faced wrong way on one wing. Ramps existed, but were closed",1.333333,4,2,2,2,0,2,2,39' x 23'. Main Sped room off by itself. Threshold issues ,2,2,2,0,Sci= 40' x 24'. Some rooms had more power than others . No HC stations ,1.428571,0,0,0,0,0,0,2,2,0,0,Admin in wrong place given entry sequence  it was built to face a the wrong way (blank wall) on site . Health office at far end of campus.,0.666667,2,0,2,0,2,0,"Damaged roof  but in use,",1.5,0,0,0,"No specific rooms, regular classroom ",0,2,4,0,2,0,0,2,2,2,0,2,2,59912,604,31,9 10 11 12,Enter Text,Jana Silsby ,2/9/2022,BAYAMON,Enter Text,0,0,0,2,2,"No perimeter fence at far end. No security area, just people at fence. The do have a mural and bulletin board for notices and acknowledgment.",0.8,0,2,MIGUEL MELENDEZ MUÑOZ,70276
70284-EAQ-FRANCISCO MANRIQUE CABRERA.pdf,0,0,2,4,4,0,0,2,PBL in special rooms (shop). Some modest evidence of PBL in regular classrooms . Lg grip spaces exist but aren't used (folding walls don't work or filled in.) HS had some space but MS did not; although courtyard could accommodate it.,1.272727,0,0,0,4,0,0,0,0,Add notes,0.4,0,2,0,0,Add notes,0.5,0,0,0,"24' x 30'; 31 x 24' 2 bays wide is typ.- too small for 30 kids especially without breakout or sm group. No HC sinks in sci, lack of sinks ",0.666667,4,2,2,2,0,2,0,36' x 29',1.714286,2,2,0,36' x 24'= MS; 36' x 30' = HS; Wood shop. Some science didn't have sinks and some are super small ,1.428571,0,0,2,2,2,0,0,2,0,0,Right at front door; very small space. Didn't meet ADA,0.666667,0,2,2,2,4,2,"Gym is down steps  did not see HC route. If existing  then very circuitous ,- gym had small stage, but this is an athletics JR/SR HS. Storage was in unused rooms. Some storage for gym equipment. ",1.5,0,2,0,Taught in regular classroom ,0.857143,0,0,0,0,0,2,2,0,2,0,2,2,53060,765,38,9 10 11 12   EES,Enter Text,Jana Silsby ,2/9/2022,BAYAMON,Enter Text,4,2,4,2,0,Two schools acting together makes it very confusing .,2.4,0,2,FRANCISCO MANRIQUE CABRERA,70284
70292-EAQ-JULIO RESSY.pdf,2,0,0,4,2,0,0,2,Add notes,0.909091,0,0,0,0,4,2,0,2,Add notes LED lights through ,1,2,0,0,0,Add notes,0.5,2,0,0,Add notes,1,2,0,0,2,0,2,0,Add notes,0.857143,0,0,0,Add notes,0,0,0,0,0,2,2,0,2,0,0,Add notes,1,0,0,2,2,0,0,Add notes,0.75,0,0,0,Add notes,0,2,0,0,2,0,2,0,2,0,0,0,0,19193,312,16,K 1 2 3 4 5,Enter Text,MARK KIRBY,2/10/2022,BAYAMON,Enter Text,0,0,0,0,2,Add notes,0.4,0,0,JULIO RESSY,70292
70334-EAQ-SU CACIQUE MAJAGUA.pdf,0,0,2,0,0,0,0,0,Wood partition between pullout room and social worker,0.363636,2,0,0,2,0,0,0,0,,0.4,2,2,0,0,,1,0,2,0,"Classroom: 25x24, kindergarten: 24x32",0.666667,0,0,0,0,0,0,0,"N/A, no special room for sped since Covid, use typical classroom, SPED teachers go to students. If additional assistance is needed brought back to SPED pullout room (25x25).",0,0,0,0,N/A,0,0,0,0,0,0,2,2,0,0,0,"1 principals office, use classroom or library for staff meetings, nurse office: 13x25 w/o freezer or storage, no dedicated printing room.",0.666667,0,2,0,0,2,0,"Library: 24x31, library has smart board but does not work, has gym with power: 104x86, cafeteria: 25x50, No auditorium or theater",0.5,0,0,0,Fitness classroom: 22x32 ,0,0,0,2,0,0,0,0,2,0,0,0,0,37913,183,25,K 1 2 3 4 5 6 7 8,Enter Text,Tianyu Zhang ,2/10/2022,BAYAMON,Enter Text,0,2,2,0,0,"Wire mesh fence, iron picket fence",0.8,0,0,SU CACIQUE MAJAGUA,70334
70367-EAQ-MARIA VAZQUEZ DE UMPIERRE.pdf,2,0,2,4,2,2,2,2,Add notes,2,4,2,0,0,2,2,0,2,Add notes,1.4,0,2,0,0,Add notes,0.5,2,0,2,Add notes internet is through dish. It is not reliable. IT white boards and WFI through. ,2,4,2,0,4,0,2,2,Add notes very long ramp from upper level to lower third level,2,2,4,2,Add notes science room sinks out of service. ,2.285714,4,0,0,4,2,2,2,2,0,2,Add notes,1.666667,4,0,2,2,0,0,Add notes,1.75,0,0,2,Add notes two main outdoor play areas covered. ,1.428571,2,4,0,0,2,2,2,4,4,0,0,4,56500,380,21,K 1 2 3 4 5 6 7 8     EEE EEI,Enter Text,Mark Kirby,2/10/2022,BAYAMON,Enter Text,0,0,2,0,2,Add notes,0.8,4,2,MARIA VAZQUEZ DE UMPIERRE,70367
