,School Scrubbed Address,Project Scrubbed Address,Similarity,ProjectKey,ProjectKey,ProjectName,ContractStatus,Status,BuildingType,School Name,Total Students All Grades (Includes AE) [Public School] 2019-20,ProjectSquareFeet,SQFT_Per_Student
749,4000 pinell st sacramento ca 95838,sacramento ca 00000,0.6677851018124193,30448,30448,SCUSD Elder Creek Interim Units,,D,,NORTH AREA COMMUNITY,96,5240.0,54.583333333333336
748,4000 pinell st sacramento ca 95838,sacramento ca 00000,0.6677851018124193,30434,30434,SCUSD Interim Mod Portables,,D,,NORTH AREA COMMUNITY,96,13000.0,135.41666666666666
28,10000 nieman shawnee mission ks 66214,ks highway 7 and shawnee mission parkway shawnee ks 00000,0.6667520627220246,9545,9545,Canterbury School - Shawnee location,Contract,D,,OAK PARK-CARPENTER ELEMENTARY,543,7000.0,12.89134438305709
285,1524 e 103rd st los angeles ca 90002,2265 east 103 street los angeles ca 90002,0.6656038989043921,63799,63799,LAUSD Jordan HS,,D,Academic,THOMAS RILEY HIGH,47,265000.0,5638.297872340426
901,52050 se 3rd st scappoose or 97056,52000 se 3rd place ( grant watts ) 34555 berg road ( warren ) scappoose or 97056,0.6653444466453212,29676,29676,Scappoose Watts/Warren Elementary,Revised Contract,D,,OTTO PETERSEN ELEMENTARY SCHOOL,484,4090.0,8.450413223140496
1201,9050 old state hwy  newcastle ca 95658,8951 valley view drive newcastle ca 95658,0.6649098780794995,95418,95418,Newcastle ES Mod.-Inter. Improv.-Inc.2,Contract,I,Study,HARVEST RIDGE COOPERATIVE CHARTER,179,29000.0,162.01117318435755
93,1100 e fesler st santa maria ca 93454,708 miller street santa maria ca 93454,0.6633802588482233,92979,92979,SMBSD - New Elementary School,Contract,A,Academic,FESLER (ISAAC) JUNIOR HIGH,1029,56890.0,55.286686103012634
1182,8805 steilacoom blvd sw steilacoom wa 98498,1700 palisade blvd  steilacoom wa 98327,0.6633707862792669,28677,28677,Steilacoom SD - Dupont Elem.,,D,,FIRWOOD,38,27750.0,730.2631578947369
1181,8805 steilacoom blvd sw steilacoom wa 98498,1700 palisade blvd  steilacoom wa 98327,0.6633707862792669,28678,28678,Steilacoom SD-Dupont Elem Planning,,D,,FIRWOOD,38,24000.0,631.578947368421
97,1100 n ridgeview rd olathe ks 66061,199th street and ridgeview olathe ks,0.6624338251181026,97823,97823,Spring Hill Educational Support Center,Master Contract,A,Academic,SANTA FE TRAIL MIDDLE SCHOOL,733,57750.0,78.78581173260574
850,50 e knox rd tempe az 85284,1050 east craver rd tempe az 85284,0.6618307266564808,81224,81224,Waggoner Elementary School Renovation,Contract,I,Elementary School,KYRENE DE LA MARIPOSA SCHOOL,560,1123.0,2.005357142857143
918,5619 s 19th street omaha ne 68107,3405 south 119th street omaha ne 68144,0.6610650971971462,108830,108830,Mary Our Queen Catholic Sch FF&E,Master Contract,I,Academic,R M MARRS MAGNET MIDDLE SCHOOL,1250,10225.0,8.18
972,629 north st underwood ia 51576,110 first street underwood ia 515760130,0.6606442782547408,7865,7865,Underwood New Middle Sch-Elem HVAC,Contract,D,Middle School,UNDERWOOD HIGH SCHOOL,248,55000.0,221.7741935483871
446,2101 outer dr n sioux city ia 51104,1012 douglas street sioux city ia 51103,0.6601409290261099,8423,8423,Bishop Heelan New HS Master Plan Prog,Contract,D,High School,NORTH MIDDLE SCHOOL,1292,105000.0,81.26934984520123
447,2101 outer dr n sioux city ia 51104,1012 douglas street sioux city ia 51103,0.6601409290261099,8422,8422,Bishop Heelan New HS Master Plan Prog,Contract,D,High School,NORTH MIDDLE SCHOOL,1292,105000.0,81.26934984520123
65,1031 n main st manteca ca 95336,button avenue manteca ca 95336,0.660094065399832,74703,74703,GVACS Relocatable Ph. 5B - Manteca,Contract,D,,GOLDEN WEST ELEMENTARY,536,3840.0,7.164179104477612
217,1301 s windsor st independence mo 64055,24300 east bundschu road independence mo 64058,0.6600779763169338,11085,11085,"Fort Osage ES, #5",Revised Contract,D,Elementary School,SANTA FE TRAIL ELEM.,360,63000.0,175.0
535,25701 forest blvd n wyoming mn 55092,26855 forest boulevard wyoming mn 55092,0.6599613086871416,20921,20921,Giese Memorial Library,,D,Library,WYOMING ELEMENTARY,572,10000.0,17.482517482517483
774,420 e jefferson st osceola ia 50213,802 n jackson osceola ia 50213,0.6598438913239538,68091,68091,Clarke HS Administration Renovation,Contract,I,High School,CLARKE COMMUNITY ELEMENTARY SCHOOL,748,8860.0,11.844919786096257
2,1 eagle way broomfield co 80020,16501 alcott way broomfield co 80023,0.6590502312387424,71583,71583,Prospect Ridge Academy,Contract,D,High School,BROOMFIELD HIGH SCHOOL,1564,49800.0,31.84143222506394
712,3705 cheyenne street cheyenne wy 82001,3300 tbird drive cheyenne wy 82001,0.6579011675785852,70221,70221,Carey JHS Replacement,Contract,I,Academic,BAGGS ELEMENTARY,333,136413.0,409.64864864864865
652,3301 avenue l fort madison ia 52627,20th street & avenue b ( high school ) 3301 avenue l ( elementary school ) fort madison ia 52627,0.6560492708714889,7852,7852,Ft. Madison H.S./Elem Add./Renov.,,D,Elementary School,RICHARDSON ELEMENTARY SCHOOL,295,20200.0,68.47457627118644
142,120 s hawthorn street royalton mn 56373,120 south first street p o  box 138 royalton mn 56373,0.6550172640959804,23922,23922,Royalton Elementary School,,D,Elementary School,ROYALTON PUBLIC SCHOOLS EARLY CHILD,4,36290.0,9072.5
586,3000 s king dr chicago il 60616,chicago il 00000,0.6544653617372282,11791,11791,Forsyth/CUSD #2 Common Use Facility,,D,,DUNBAR VOCATIONAL CAREER ACAD HS,344,160000.0,465.1162790697674
163,1216 e 5th arlington wa 98223,16728 16th drive ne arlington wa 98223,0.6542414980237312,28411,28411,English Crossing Elementary School - Lak,,D,,EAGLE CREEK ELEMENTARY,718,42000.0,58.4958217270195
529,2525 s ironwood dr apache jct az 85120,2525 south ironwood road apache junction az 85220,0.6528408046859473,14121,14121,Apache Junction Existing High School,Contract,D,,EVIT EAST APACHE JUNCTION,13,33334.0,2564.153846153846
426,203 w south st calmar ia 52132,south winneshiek csd 203 main street calmar ia 52132,0.6515821197778005,118417,118417,South Winneshiek CSD-Stadium Improvement,Contract,A,Football Stadium,SOUTH WINNESHIEK HIGH SCHOOL,194,830.0,4.278350515463917
781,4212 st joseph ave st joseph mo 64505,925 felix street st joseph mo 64501,0.651547493192084,10820,10820,Benton Lafayette Central Bid Pkg 6,,D,,ROBIDOUX MIDDLE,442,34143.0,77.24660633484163
946,6000 e 14th st tucson az 85711,tucson az 00000,0.6510048217233971,13704,13704,Tanque Verde H.S. Rendering,,D,,SKY ISLANDS,73,107200.0,1468.4931506849316
945,6000 e 14th st tucson az 85711,tucson az 00000,0.6510048217233971,13701,13701,Tanque Verde High School #1,,D,,SKY ISLANDS,73,107200.0,1468.4931506849316
701,3600 s 215th street elkhorn ne 68022,500 hillcrest street po  box 439 elkhorn ne 68022,0.6509534277508471,2867,2867,Elkhorn Accessibility Mid Sch/Admin,,D,,ELKHORN BLUE SAGE ELEMENTARY,233,28000.0,120.1716738197425
277,151 lenox st new lenox il 60451,lenox csd 600 s locust lenox ia 50851,0.6506127522993708,112134,112134,Lenox CSD Addition and Renovation,Contract,A,High School,LIBERTY JUNIOR HIGH SCHOOL,639,28700.0,44.91392801251956
581,300 s webster st spring hill ks 66083,spring hill middle school ; 301 e south street spring hill elementary ; 300 s webster st spring hill ks 00000,0.6504140217139701,9964,9964,Spring Hill HVAC Improvement Project,Master Contract,D,Elementary School,SPRING HILL ELEMENTARY SCHOOL,585,1.0,0.0017094017094017094
413,2000 s lindenwood dr olathe ks 66062,167th street and lindenwood drive olathe ks,0.650190564218676,90436,90436,Spring Hill Woodland Spring MS,Master Contract,I,Middle School,SCARBOROUGH ELEM,335,102617.0,306.31940298507465
96,1100 n ridgeview rd olathe ks 66061,106th street and ridgeview olathe ks 00000,0.6485697519839857,9544,9544,Canterbury School,No Revised Contract,D,,SANTA FE TRAIL MIDDLE SCHOOL,733,15000.0,20.463847203274216
540,2629 santa fe pike santa fe tn 38482,santa fe nm,0.6479219329584756,17055,17055,Santa Fe Indian School Design Comp  N,No Contract - B&E,D,,SANTA FE UNIT SCHOOL,545,291000.0,533.9449541284404
884,502 n main st holmen wi 54636,511 fourth avenue east holmen wi 54636,0.6473823063334878,24083,24083,Holmen Elem Sch - Viking,,D,Elementary School,HOLMEN MIDDLE,886,18000.0,20.31602708803612
1079,7601 e oak st scottsdale az 85257,4836 north center street scottsdale az 85256,0.6470337903508728,16301,16301,SRP-MIC Education Center,,D,Elementary School,SCOTTSDALE ONLINE LEARNING,61,79727.0,1307.0
398,200 s campus rd moscow mills mo 63362,moscow mills elm tree rd moscow mills mo 00000,0.6456477894473004,11067,11067,Lincoln County R-III HS - Phase 1,Revised Contract,D,High School,TROY SOUTH MIDDLE SCHOOL,746,90000.0,120.64343163538874
1116,810 w 6 street lawrence ks 66044,110 mcdonald drive lawrence ks 66044,0.6442142823760557,9237,9237,Lawrence USD 497 CM Services Fee,Revised Contract,D,Academic,PINCKNEY ELEM,202,257276.0,1273.6435643564357
1126,8164 s south chicago ave chicago il 60617,6410 south dante avenue chicago il 60637,0.6440781860822937,86673,86673,Mount Carmel HS Renovations Phase 3,Contract,D,High School,YCCS-SULLIVAN HOUSE ALT HS,293,7450.0,25.426621160409557
1129,8164 s south chicago ave chicago il 60617,6410 south dante avenue chicago il 60637,0.6440781860822937,72725,72725,Mt. Carmel HS Ph II Conceptual Planning,Contract,D,High School,YCCS-SULLIVAN HOUSE ALT HS,293,84000.0,286.68941979522185
1128,8164 s south chicago ave chicago il 60617,6410 south dante avenue chicago il 60637,0.6440781860822937,72718,72718,Mt. Carmel HS Ph II Conceptual Planning,Contract,D,High School,YCCS-SULLIVAN HOUSE ALT HS,293,84000.0,286.68941979522185
1127,8164 s south chicago ave chicago il 60617,6410 south dante avenue chicago il 60637,0.6440781860822937,79768,79768,Mount Carmel HS Renovations SD-DD,Contract,D,High School,YCCS-SULLIVAN HOUSE ALT HS,293,84000.0,286.68941979522185
1124,8164 s south chicago ave chicago il 60617,6410 south dante avenue chicago il 60637,0.6440781860822937,76333,76333,Mount Carmel HS Renovations SD-DD,Contract,D,High School,YCCS-SULLIVAN HOUSE ALT HS,293,84000.0,286.68941979522185
1125,8164 s south chicago ave chicago il 60617,6410 south dante avenue chicago il 60637,0.6440781860822937,79759,79759,Mount Carmel HS Renovations SD-DD,Contract,D,High School,YCCS-SULLIVAN HOUSE ALT HS,293,84000.0,286.68941979522185
1123,8164 s south chicago ave chicago il 60617,6410 south dante avenue chicago il 60637,0.6440781860822937,74626,74626,Mount Carmel HS Renovations Phase 2,Contract,D,High School,YCCS-SULLIVAN HOUSE ALT HS,293,10330.0,35.255972696245735
501,2369 109th ave nw coon rapids mn 55433,11600 raven street nw coon rapids mn 554333096,0.6437822979163655,21191,21191,AH ISD - Coon Rapids Middle School,,D,,HOOVER ELEMENTARY BIOMED SCI EGNG,476,4380.0,9.201680672268907
573,30 n ann street lancaster pa 17602,1000 saint joseph street lancaster pa 17603,0.6437816541747962,16781,16781,SDOL Lafayette E.S. Renovations & Add.,Revised Contract,D,Academic,LA ACADEMIA PARTNERSHIP CHARTER SCHOOL,228,72000.0,315.7894736842105
572,30 n ann street lancaster pa 17602,1000 saint joseph street lancaster pa 17603,0.6437816541747962,16783,16783,SDOL Lafayette E.S. Renovations & Add.,Revised Contract,D,Academic,LA ACADEMIA PARTNERSHIP CHARTER SCHOOL,228,72000.0,315.7894736842105
574,30 n ann street lancaster pa 17602,1000 saint joseph street lancaster pa 17603,0.6437816541747962,16782,16782,SDOL Lafayette E.S. Renovations & Add.,Revised Contract,D,Academic,LA ACADEMIA PARTNERSHIP CHARTER SCHOOL,228,92000.0,403.50877192982455
575,30 n ann street lancaster pa 17602,1000 saint joseph street lancaster pa 17603,0.6437816541747962,16778,16778,SDOL Lafayette E.S. Renovations & Add.,Revised Contract,D,Academic,LA ACADEMIA PARTNERSHIP CHARTER SCHOOL,228,92000.0,403.50877192982455
807,4401 w 103 street shawnee mission ks 66207,5832 king street shawnee ks 66203,0.6437713684335451,9146,9146,St. Joseph Parish Proj. Scope Rev.,,D,,BROOKWOOD ELEM,453,77500.0,171.08167770419425
808,4401 w 103 street shawnee mission ks 66207,5832 king street shawnee ks 66203,0.6437713684335451,9139,9139,St. Joseph Parish Education Center,,D,,BROOKWOOD ELEM,453,75500.0,166.66666666666666
510,2401 wellington blvd winter park fl 32789,528 huntington avenue winter park fl 32789,0.6435916716213236,18916,18916,WP 9th Grade Center,Revised Contract,D,Middle School,KILLARNEY ELEMENTARY,429,74700.0,174.12587412587413
509,2401 wellington blvd winter park fl 32789,528 huntington avenue winter park fl 32789,0.6435916716213236,18918,18918,WP 9th Grade Center,Revised Contract,D,Other,KILLARNEY ELEMENTARY,429,74000.0,172.4941724941725
508,2401 wellington blvd winter park fl 32789,528 huntington avenue winter park fl 32789,0.6435916716213236,18917,18917,WP 9th Grade Center,Revised Contract,D,Other,KILLARNEY ELEMENTARY,429,74000.0,172.4941724941725
507,2401 wellington blvd winter park fl 32789,528 huntington avenue winter park fl 32789,0.6435916716213236,18919,18919,WP 9th Grade Center,Revised Contract,D,Other,KILLARNEY ELEMENTARY,429,74000.0,172.4941724941725
511,2401 wellington blvd winter park fl 32789,528 huntington avenue winter park fl 32789,0.6435916716213236,18920,18920,WP 9th Grade Center,Revised Contract,D,Other,KILLARNEY ELEMENTARY,429,74000.0,172.4941724941725
391,20 w broadway st colfax ia 50054,20 w broadway  elementary school 204 n league road  high school colfax ia 50054,0.6431856320267628,119870,119870,Colfax-Mingo HS/ES Admin Reno,Contract,A,Academic,COLFAX-MINGO ELEMENTARY SCHOOL,395,3794.0,9.60506329113924
702,3600 s 215th street elkhorn ne 68022,502 glenn street elkhorn ne,0.6430753676644544,3850,3850,Elkhorn Bus/Van/Garage/Parking,Master Contract,D,Middle School,ELKHORN BLUE SAGE ELEMENTARY,233,8352.0,35.84549356223176
499,232 level rd collegeville pa 19426,199 bechtel road collegeville pa 194262852,0.6428713889268017,16597,16597,SFASD-Renov. to existing M.S.,,D,,ARROWHEAD EL SCH,406,225000.0,554.1871921182266
926,5709 ninth st keyes ca 95328,5680 seventh street keyes ca 95328,0.6426471482666462,32398,32398,Keyes - ES New Classroom Building,Contract,D,Academic,KEYES TO LEARNING CHARTER,343,10100.0,29.44606413994169
663,3333 penn ave n minneapolis mn 55412,3335 blaisdell avenue minneapolis mn 55408,0.6424724559195442,22624,22624,"Blaisdell Ymca - Minneapolis, MN",,D,Wellness Center,LUCY LANEY @ CLEVELAND PARK ELEM,464,58000.0,125.0
731,3860 boundary trail nw bremerton wa 98312,3860 boundary trail nw p o  box 8 silverdale wa 98383,0.6423826645482108,28386,28386,Green Mountain Elementary School,,D,,GREEN MOUNTAIN ELEMENTARY,385,43360.0,112.62337662337663
724,382 south forks avenue forks wa 98331,po  box 1070 forks wa 98331,0.6415412464737825,28538,28538,Quillayute Valley Hs Addition,,D,,DISTRICT RUN HOME SCHOOL,16,49000.0,3062.5
1161,832 w sheridan rd chicago il 60613,6250 north sheridan road chicago il 606601799,0.6411103415920875,11780,11780,Sacred Heart School Remodel/Addn,,D,,GREELEY ELEM SCHOOL,476,35000.0,73.52941176470588
1165,832 w sheridan rd chicago il 60613,6250 north sheridan road chicago il 606601799,0.6411103415920875,11996,11996,SHS-Classroom Restroom Renovation,Notice to Proceed,D,,GREELEY ELEM SCHOOL,476,35000.0,73.52941176470588
1164,832 w sheridan rd chicago il 60613,6250 north sheridan road chicago il 606601799,0.6411103415920875,11998,11998,SHS-Classroom Restroom Renovation Permit,Notice to Proceed,D,,GREELEY ELEM SCHOOL,476,35000.0,73.52941176470588
1163,832 w sheridan rd chicago il 60613,6250 north sheridan road chicago il 606601799,0.6411103415920875,11997,11997,SHS-Classroom Restroom Renovation CA,Notice to Proceed,D,,GREELEY ELEM SCHOOL,476,35000.0,73.52941176470588
1162,832 w sheridan rd chicago il 60613,6250 north sheridan road chicago il 606601799,0.6411103415920875,11886,11886,Sacred Heart Schools Addn/Rmdl,,D,,GREELEY ELEM SCHOOL,476,35000.0,73.52941176470588
851,500 8th ave se gravette ar 72736,609 birmingham street se gravette ar 72736,0.6411051853438448,25221,25221,Gravette High School,Contract,D,,GRAVETTE UPPER ELEMENTARY,461,126000.0,273.31887201735356
947,6001 seabrook rd seabrook md 20706,seabrook nj 083025115,0.640936000509349,25461,25461,Cumberland Regional-Youth Services,,D,,SEABROOK ELEMENTARY,316,1480.0,4.6835443037974684
441,210 north st windsor mo 65360,180 north 8th street windsor co,0.6391774548899894,81370,81370,WCSD4 Maint & Ops Add Svc,Contract,A,Academic,WINDSOR HIGH,324,34000.0,104.93827160493827
1170,8520 n 19th ave phoenix az 85021,1935 w hayward ave phoenix az 85021,0.6387864552290543,14880,14880,Phoenix Day School for the Deaf,Contract,D,Middle School,ROYAL PALM MIDDLE SCHOOL,675,50000.0,74.07407407407408
1169,8520 n 19th ave phoenix az 85021,1935 w hayward ave phoenix az 85021,0.6387864552290543,14882,14882,Phoenix Day School for the Deaf,Contract,D,Middle School,ROYAL PALM MIDDLE SCHOOL,675,50000.0,74.07407407407408
53,102 s boone st boone ia 50036,boone early childhood center 1805 hancock drive boone ia 50036,0.6386227174652463,119997,119997,Boone New Early Childhood Center,Contract,A,Elementary School,PAGE ELEMENTARY SCHOOL,173,80000.0,462.42774566473986
997,6650 s ellis ave chicago il 60637,6410 s dante avenue chicago il 60637,0.6379525069230253,11906,11906,Mt. Carmel High School Fieldhouse,Revised Contract,D,,WADSWORTH ELEM SCHOOL,527,78000.0,148.00759013282732
1187,90 silver lake road bridgeton nj 8302,90 silver lake road seabrook nj 08302,0.6371386201330346,25566,25566,CRHSD-AOR & EOR Services,Revised Contract,D,,CUMBERLAND REGIONAL HIGH SCHOOL,998,267000.0,267.53507014028054
536,2600 nw ash dr ankeny ia 50023,26oo north ash drive ankeny ia 50023,0.6364359876916115,8162,8162,Ankeny Ashland Ridge Elem. School Add,Contract,D,,ASHLAND RIDGE ELEMENTARY,706,5000.0,7.0821529745042495
144,1200 cresta road colorado springs co 80906,21 boadmoor aveneu colorado springs co 80901,0.6360370022715708,19320,19320,Colorado Springs School Master Plan,,D,,CHEYENNE MOUNTAIN HIGH SCHOOL,1286,33700.0,26.20528771384137
684,3500 sw 104th ave beaverton or 97005,2350 sw cedar hills blvd beaverton or 97005,0.634963417913208,67160,67160,William Walker K5,Contract,I,Elementary School,HOPE CHINESE CHARTER SCHOOL,313,95770.0,305.9744408945687
